Cluster 1,Cluster 2
,TCGA-92-7340-01A-21R-2045-07
,TCGA-43-6771-01A-11R-1820-07
,TCGA-60-2710-01A-01R-0851-07
,TCGA-56-7582-01A-11R-2045-07
,TCGA-56-6545-01A-11R-1820-07
,TCGA-98-8022-01A-11R-2247-07
,TCGA-56-A4BY-01A-11R-A24H-07
,TCGA-NC-A5HR-01A-21R-A26W-07
,TCGA-66-2770-01A-01R-0851-07
,TCGA-94-7557-01A-11R-2125-07
,TCGA-58-8386-01A-11R-2296-07
,TCGA-33-4586-01A-01R-1443-07
,TCGA-52-7810-01A-11R-2125-07
,TCGA-58-8388-01A-11R-2326-07
,TCGA-60-2706-01A-01R-0851-07
,TCGA-51-4080-01A-01R-1100-07
,TCGA-98-A53J-01A-11R-A26W-07
,TCGA-34-7107-01A-11R-1949-07
,TCGA-85-8351-01A-11R-2296-07
,TCGA-34-5929-01A-11R-1820-07
,TCGA-85-A510-01A-11R-A26W-07
,TCGA-94-8491-01A-11R-2326-07
,TCGA-56-8622-01A-11R-2403-07
,TCGA-56-8626-01A-11R-2403-07
,TCGA-34-5928-01A-11R-1820-07
,TCGA-34-5236-01A-21R-1820-07
,TCGA-52-7812-01A-11R-2125-07
,TCGA-63-A5ML-01A-31R-A27Q-07
,TCGA-66-2795-01A-02R-0980-07
,TCGA-94-8035-01A-11R-2247-07
,TCGA-85-7698-01A-11R-2125-07
,TCGA-22-4601-01A-01R-1443-07
,TCGA-66-2793-01A-01R-1201-07
,TCGA-58-8392-01A-11R-2326-07
,TCGA-63-7021-01A-11R-1949-07
,TCGA-85-7844-01A-11R-2125-07
,TCGA-63-A5MI-01A-12R-A27Q-07
,TCGA-85-A4PA-01A-11R-A24Z-07
,TCGA-43-2581-01A-01R-0851-07
,TCGA-56-7579-01A-11R-2045-07
,TCGA-77-A5G3-01A-31R-A27Q-07
,TCGA-77-A5G1-01A-11R-A27Q-07
,TCGA-94-A5I6-01A-21R-A27Q-07
,TCGA-NK-A5D1-01A-11R-A26W-07
,TCGA-33-AASI-01A-22R-A405-07
,TCGA-77-6843-01A-11R-1949-07
,TCGA-22-5489-01A-01R-1635-07
,TCGA-22-A5C4-01A-12R-A27Q-07
,TCGA-92-7341-01A-31R-2045-07
,TCGA-21-1076-01A-01R-0692-07
,TCGA-56-8309-01A-11R-2296-07
,TCGA-70-6723-01A-11R-1820-07
,TCGA-22-4594-01A-01R-1201-07
,TCGA-56-A4BX-01A-11R-A24H-07
,TCGA-85-A50Z-01A-21R-A262-07
,TCGA-21-1071-01A-01R-0692-07
,TCGA-43-7657-01A-31R-2125-07
,TCGA-O2-A5IB-01A-11R-A27Q-07
,TCGA-77-8130-01A-11R-2247-07
,TCGA-NC-A5HI-01A-11R-A26W-07
,TCGA-60-2721-01A-01R-0851-07
,TCGA-63-A5MG-01A-12R-A27Q-07
,TCGA-66-2769-01A-02R-0851-07
,TCGA-94-7943-01A-11R-2187-07
,TCGA-66-2754-01A-01R-0980-07
,TCGA-46-3767-01A-01R-0980-07
,TCGA-98-8021-01A-11R-2247-07
,TCGA-22-5492-01A-01R-1635-07
,TCGA-66-2777-01A-01R-1201-07
,TCGA-77-8148-01A-11R-2247-07
,TCGA-85-6560-01A-11R-1820-07
,TCGA-22-1011-01A-01R-0692-07
,TCGA-22-5473-01A-01R-1635-07
,TCGA-98-A539-01A-31R-A262-07
,TCGA-85-6798-01A-11R-1949-07
,TCGA-77-7337-01A-21R-2045-07
,TCGA-77-8143-01A-11R-2247-07
,TCGA-77-8156-01A-11R-2247-07
,TCGA-21-A5DI-01A-31R-A26W-07
,TCGA-98-A538-01A-11R-A262-07
,TCGA-56-A49D-01A-11R-A24H-07
,TCGA-39-5019-01A-01R-1820-07
,TCGA-39-5040-01A-21R-2125-07
,TCGA-85-A53L-01A-21R-A26W-07
,TCGA-77-A5G7-01B-11R-A27Q-07
,TCGA-63-A5MM-01A-11R-A26W-07
,TCGA-37-3789-01A-01R-0980-07
,TCGA-37-3783-01A-01R-1201-07
,TCGA-66-2763-01A-01R-0851-07
,TCGA-63-A5MJ-01A-11R-A27Q-07
,TCGA-68-7757-01B-11R-2296-07
,TCGA-85-8664-01A-11R-2403-07
,TCGA-43-A475-01A-11R-A24H-07
,TCGA-56-8082-01A-11R-2247-07
,TCGA-33-AAS8-01A-11R-A405-07
,TCGA-56-8628-01A-11R-2403-07
,TCGA-98-A53I-01A-31R-A262-07
,TCGA-37-4132-01A-01R-1100-07-1
,TCGA-22-5482-01A-01R-1635-07
,TCGA-85-8052-01A-11R-2247-07
,TCGA-NC-A5HK-01A-11R-A26W-07
,TCGA-56-8629-01A-11R-2403-07
,TCGA-56-A4BW-01A-11R-A24H-07
,TCGA-66-2757-01A-01R-0851-07
,TCGA-43-7656-01A-11R-2125-07
,TCGA-18-3409-01A-01R-0980-07
,TCGA-43-3394-01A-01R-0980-07
,TCGA-85-8580-01A-31R-2403-07
,TCGA-34-5927-01A-11R-1820-07
,TCGA-60-2725-01A-01R-1201-07
,TCGA-58-A46M-01A-11R-A24H-07
,TCGA-66-2789-01A-01R-0980-07
,TCGA-77-8136-01A-11R-2247-07
,TCGA-56-8307-01A-11R-2296-07
,TCGA-77-7140-01A-41R-2045-07
,TCGA-NC-A5HE-01A-11R-A26W-07
,TCGA-43-6773-01A-41R-1949-07
,TCGA-77-8007-01A-11R-2187-07
,TCGA-98-A53C-01A-11R-A262-07
,TCGA-77-8138-01A-11R-2247-07
,TCGA-51-4079-01A-01R-1100-07
,TCGA-22-5483-01A-01R-1820-07
,TCGA-85-8277-01A-11R-2296-07
,TCGA-66-2759-01A-01R-0851-07
,TCGA-77-6845-01A-11R-1949-07
,TCGA-22-4604-01A-01R-1201-07
,TCGA-46-6025-01A-11R-1820-07
,TCGA-18-3416-01A-01R-0980-07
,TCGA-22-5477-01A-01R-1635-07
,TCGA-22-0944-01A-01R-0692-07
,TCGA-85-A4QQ-01A-41R-A262-07
,TCGA-18-3408-01A-01R-0980-07
,TCGA-22-4599-01A-01R-1443-07
,TCGA-22-5478-01A-01R-1635-07
,TCGA-43-7657-11A-01R-2125-07
,TCGA-58-8386-11A-01R-2296-07
,TCGA-22-5478-11A-11R-1635-07
,TCGA-22-5472-11A-11R-1635-07
,TCGA-43-5670-11A-01R-2125-07
,TCGA-60-2709-11A-01R-1820-07
,TCGA-22-5489-11A-01R-1635-07
,TCGA-77-8007-11A-01R-2187-07
,TCGA-22-5471-11A-01R-1635-07
,TCGA-22-4609-11A-01R-2125-07
,TCGA-22-5482-11A-01R-1635-07
,TCGA-56-8082-11A-01R-2247-07
,TCGA-22-5483-11A-11R-1820-07
,TCGA-56-8623-11A-01R-A28V-07
,TCGA-33-4587-11A-01R-2125-07
,TCGA-56-7579-11A-01R-2045-07
,TCGA-43-3394-11A-01R-1758-07
,TCGA-34-8454-11A-01R-2326-07
,TCGA-77-7338-11A-01R-2045-07
,TCGA-43-6143-11A-01R-1820-07
,TCGA-43-6773-11A-01R-1949-07
,TCGA-51-4080-11A-01R-1758-07
,TCGA-34-7107-11A-01R-1949-07
,TCGA-39-5040-11A-01R-2125-07
,TCGA-43-6771-11A-01R-1820-07
,TCGA-92-7340-11A-01R-2045-07
,TCGA-77-7138-11A-01R-2045-07
,TCGA-77-7142-11A-01R-2045-07
,TCGA-56-7823-11A-01R-2247-07
,TCGA-22-5491-11A-01R-1858-07
,TCGA-22-5481-11A-01R-1949-07
,TCGA-90-7767-11A-01R-2125-07
,TCGA-77-8008-11A-01R-2187-07
,TCGA-56-7730-11A-01R-2125-07
,TCGA-33-6737-11A-01R-1820-07
,TCGA-77-7335-11A-01R-2045-07
,TCGA-56-7582-11A-01R-2045-07
,TCGA-56-7731-11A-01R-2125-07
,TCGA-77-7337-11A-01R-2045-07
,TCGA-43-7658-11A-01R-2125-07
,TCGA-56-8201-11A-01R-2247-07
,TCGA-85-7710-11A-01R-2125-07
,TCGA-56-7580-11A-01R-2045-07
,TCGA-43-6647-11A-01R-1820-07
,TCGA-90-6837-11A-01R-1949-07
,TCGA-56-8083-11A-01R-2247-07
,TCGA-51-4079-11A-01R-1758-07
,TCGA-56-7222-11A-01R-2045-07
,TCGA-22-4593-11A-01R-1820-07
,TCGA-51-4081-11A-01R-1758-07
,TCGA-56-8309-11A-01R-2296-07
