i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65
1366,TCGA-22-5478-11A-11R-1635-07,2.493285249314293e-07,0.04846816312826296,2.493285986475725e-07,0.1951560470969684,2.4933009009027416e-07,2.49326676806954e-07,2.493429754900787e-07,2.493241920257405e-07,2.493254211123751e-07,2.493337944852658e-07,0.05820312099739216,2.4932337811852255e-07,2.4932503315163314e-07,2.4932887467165066e-07,0.051306837962333755,0.14085244846311626,2.493442093476196e-07,2.493262646215217e-07,0.02766048963494243,2.493489848880019e-07,2.493267462716463e-07,2.493266777988545e-07,2.4934808956605814e-07,2.4932602766047014e-07,2.4934969129821805e-07,2.4932751241336695e-07,2.4932521725686384e-07,2.493246775686666e-07,2.493348720674526e-07,2.493278268089566e-07,2.493287853027791e-07,2.493280281251872e-07,2.493274182348124e-07,2.493280463412813e-07,0.007553015615214945,2.493278537773555e-07,0.32918390228073,2.4933660105110725e-07,2.493282313539841e-07,2.4932752402332293e-07,2.493269584269655e-07,2.4933154729703997e-07,0.08829327406507143,2.493240145697803e-07,0.05330897529083856,2.4933387697506775e-07,2.493248757611715e-07,2.493232092519647e-07,2.493263588255772e-07,2.493227121065684e-07,2.4932333226966435e-07,2.493253858309461e-07,2.613756870504167e-07,2.493279119284522e-07,2.493249513261293e-07,2.493293312423477e-07,2.4940273382045455e-07,2.493341484851396e-07,2.49326956658912e-07,2.4954254733265226e-07,2.493329630287802e-07,2.4933003622510414e-07,2.493359711127935e-07,2.493242911507524e-07,2.493284831339292e-07
1367,TCGA-22-5472-11A-11R-1635-07,2.6550954694294825e-07,0.075909414216879,2.655095447399207e-07,0.21632140838241906,2.6551150590982324e-07,2.655078149749757e-07,2.6552898187897777e-07,2.655049775645737e-07,2.6550632185357966e-07,2.655150638048586e-07,0.041835810434240665,2.655040000444787e-07,2.6550580665457206e-07,2.6551013739387675e-07,0.07687381134378551,0.13666029471082003,2.655260895466456e-07,2.655073010070807e-07,0.028759469720385542,2.6553085559091575e-07,2.655075024943016e-07,2.6550758002747193e-07,2.6559922314755884e-07,2.6550774597746466e-07,2.6553143238046235e-07,2.6550859007562095e-07,2.6550593384060536e-07,2.655052078137408e-07,2.6551610675712e-07,2.6550929540530287e-07,2.6550966542654584e-07,2.6550902351682997e-07,2.655085025509926e-07,2.6550915723362313e-07,0.015940590831661865,2.6550872082466764e-07,0.18927129888475341,2.6551838612069757e-07,2.65509337774822e-07,2.6550948488020793e-07,2.655078855516693e-07,2.6551316363909354e-07,0.13948269204588856,2.655047175664721e-07,0.07893059462542552,2.6551559592559003e-07,2.655056207056874e-07,2.6550384583671684e-07,2.65508133226631e-07,2.655032655976086e-07,2.6550433951481615e-07,2.6550618299864064e-07,2.764966262641534e-07,2.6550908310247125e-07,2.655057691478872e-07,2.655141283519894e-07,2.6558870159529543e-07,2.655165410974409e-07,2.6550961801701244e-07,2.660734800455718e-07,2.655141370640866e-07,2.6551144222129735e-07,2.6551748844009487e-07,2.655054956196417e-07,2.655096351355517e-07
1368,TCGA-43-5670-11A-01R-2125-07,2.66765253234523e-07,0.03398462942129306,2.6676534137324103e-07,0.15334188754537434,2.6676701060294506e-07,2.667640718345686e-07,2.6678929947923803e-07,2.667609949216632e-07,2.667623268575819e-07,2.6677103287712637e-07,0.03368574022669838,2.6676010104101263e-07,2.6676176493583777e-07,2.667659601563991e-07,0.033321976769767475,0.06924333977270122,2.667813511036402e-07,2.6676319779477254e-07,0.04714958119024532,2.6678532918354115e-07,2.667633884820662e-07,2.6676338113044e-07,2.6678927328242427e-07,2.667649560996911e-07,2.6678634373425347e-07,2.6676456980064534e-07,2.66761894168533e-07,2.6676122228675027e-07,2.667724263497096e-07,2.6676489666234727e-07,2.6676494463068917e-07,2.6676498959607454e-07,2.66764467211057e-07,2.667648289942276e-07,0.018846839219605286,2.667647495285953e-07,0.16725580206275778,2.6677417256051356e-07,2.6676531879561234e-07,2.6676556881993866e-07,2.6676373769890583e-07,2.667691523748143e-07,0.4084544022612111,2.667606548130969e-07,0.034701120974658925,2.66770972723273e-07,2.6676174297760515e-07,2.6675983189559256e-07,2.667629522803231e-07,2.667594089928075e-07,2.667596802898978e-07,2.667621155838313e-07,2.7503061137439803e-07,2.667648846025092e-07,2.667615430284125e-07,2.667639838601353e-07,2.668426447625913e-07,2.667711290082756e-07,2.6676276413379855e-07,2.668070511410377e-07,2.6676971113600507e-07,2.6676729623122817e-07,2.667731890854903e-07,2.667606567755203e-07,2.667655449072619e-07
1369,TCGA-60-2709-11A-01R-1820-07,2.0683862882518028e-07,0.0490121400492425,2.0683857240564032e-07,0.18235884461477422,2.0683962351351428e-07,2.068371916779727e-07,2.0685292102985623e-07,2.068349903021847e-07,2.0683592796044948e-07,2.0684267076830048e-07,0.30570997217928464,2.0683408881557095e-07,2.06835823823212e-07,2.068391794550832e-07,0.0504319234250821,0.08711251732616054,2.0685132644279176e-07,2.068364648379872e-07,0.022384416306492013,2.0685519453223056e-07,2.0683722423491798e-07,2.0683689741277603e-07,2.0688281812234884e-07,2.068367995891477e-07,2.0685925861093355e-07,2.0683756339842439e-07,2.0683558166543014e-07,2.0683503885713198e-07,2.0684357839609863e-07,2.0683785442128106e-07,2.0683993573648956e-07,2.0683778926080482e-07,2.0683754999315002e-07,2.068381343853388e-07,0.023658307681148582,2.0683804540432863e-07,0.13285713181873396,2.0684591192215237e-07,2.0683857753296172e-07,2.0683802226721834e-07,2.0683689702909546e-07,2.0684144967976602e-07,0.09597603294327531,2.0683465037482604e-07,0.0504872842039101,2.0684305769138616e-07,2.0683552998204365e-07,2.0683401314955257e-07,2.0683619399069455e-07,2.068339451644904e-07,2.0683370239463018e-07,2.068360234333741e-07,2.5999598119572494e-07,2.0683771196580544e-07,2.0683534401586444e-07,2.0683720715783882e-07,2.0690185238683555e-07,2.0684238157250457e-07,2.0683712645490147e-07,2.0686919382094336e-07,2.068419148174623e-07,2.0683956655242515e-07,2.068454279232805e-07,2.0683455715898816e-07,2.0683898267452342e-07
1370,TCGA-22-5489-11A-01R-1635-07,2.041343075614383e-07,0.05795718768261569,2.041345215931925e-07,0.09669950401605225,2.0413575025547593e-07,2.0413359074932665e-07,2.0415334582981065e-07,2.0413130171888107e-07,2.0413228847356765e-07,2.0413905251667387e-07,0.02289244866414627,2.0413062416356667e-07,2.0413178169654861e-07,2.0413485414900773e-07,0.05630775465402998,0.09261045624184716,2.0414668265245724e-07,2.0413298010922082e-07,0.027867096031963932,2.0414975411136068e-07,2.0413308958427554e-07,2.0413294703588107e-07,2.0414934752508223e-07,2.0413376940162343e-07,2.0415029801689246e-07,2.041337898545694e-07,2.0413211321394544e-07,2.041315973305992e-07,2.0414022991396778e-07,2.0413409499911355e-07,2.0413409841433837e-07,2.04134128838026e-07,2.0413379603573785e-07,2.0413416410426492e-07,0.01390335430648832,2.0413405522196766e-07,0.20975237933258345,2.0414103589391476e-07,2.0413428716981986e-07,2.041344310668213e-07,2.0413344338116203e-07,2.0413734717291914e-07,0.36256617210446557,2.041310180802786e-07,0.05943241290746761,2.041386010256845e-07,2.0413192911282963e-07,2.0413038763227525e-07,2.0413272607154792e-07,2.0413012721354357e-07,2.0413043561920796e-07,2.041321067961681e-07,2.1066060652728583e-07,2.0413422219050735e-07,2.0413162245227282e-07,2.0413357328765165e-07,2.0419298810568413e-07,2.041388669697424e-07,2.0413237428951067e-07,2.041539562428135e-07,2.0413791301232086e-07,2.041359807142475e-07,2.0414041157435656e-07,2.0413106020662985e-07,2.0413453273790855e-07
1371,TCGA-77-8007-11A-01R-2187-07,3.479618219393775e-07,0.010609706981006991,3.479617371839315e-07,0.4772866778823183,3.479636435169878e-07,3.479591515561352e-07,3.4798466517629853e-07,3.479555824015015e-07,3.479572079034703e-07,3.479683875106113e-07,0.09805160934578508,3.479541548952808e-07,3.479567761468107e-07,3.4796234884733343e-07,0.011486656035846372,0.06915745567055716,3.4798358111033487e-07,3.4795806099234945e-07,0.0451915653939745,3.4799036910171425e-07,3.4795922589084646e-07,3.4795889534136017e-07,3.4799082557487873e-07,3.4795820165817423e-07,3.4799391100697106e-07,3.479604252853382e-07,3.479566202575572e-07,3.479557138704747e-07,3.4796927053842016e-07,3.4796031358797313e-07,3.4796300840344016e-07,3.479605353949202e-07,3.479598149772334e-07,3.479610928445998e-07,0.03243348766476455,3.479604997766509e-07,0.17257503351419898,3.4797355083482744e-07,3.4796167117163135e-07,3.479602685073391e-07,3.479586429172363e-07,3.4796720072885313e-07,0.07157085975882164,3.479552671866665e-07,0.011617765148323156,3.4796922865541447e-07,3.4795612756225664e-07,3.4795405576782407e-07,3.479578123082657e-07,3.479537382835495e-07,3.479533852002843e-07,3.479571312969586e-07,3.924357145561283e-07,3.4796041728634227e-07,3.4795658931659425e-07,3.479590531710024e-07,3.4807035518085777e-07,3.479683520570449e-07,3.479589179648013e-07,3.4801043572872806e-07,3.4796790424100653e-07,3.479635323427567e-07,3.479723867101562e-07,3.479548101028449e-07,3.479620115467871e-07
1372,TCGA-22-5471-11A-01R-1635-07,2.2145067805751013e-07,0.07830880567971357,2.214505758203742e-07,0.14599148345649565,2.214520482330745e-07,2.2144928409101132e-07,2.214667738924225e-07,2.214468593687926e-07,2.2144801021055547e-07,2.2145545308421773e-07,0.03961548162742539,2.2144606791304867e-07,2.2144751793673978e-07,2.2145100464576085e-07,0.08362571019855651,0.15780733553438808,2.2146450383658342e-07,2.2144872469202194e-07,0.047640477076204425,2.214685777415874e-07,2.214489748712302e-07,2.214490586406008e-07,2.215636025297795e-07,2.2144929407366153e-07,2.2146912165235897e-07,2.2145012842965177e-07,2.2144769997357457e-07,2.2144716724841238e-07,2.2145655888763937e-07,2.214500298824558e-07,2.2145052915363013e-07,2.2145034943022382e-07,2.2144976897724033e-07,2.2145029148657454e-07,0.009184254764302378,2.2145014862166966e-07,0.2195624722513874,2.214580781092193e-07,2.214503321808404e-07,2.2145016450280696e-07,2.2144921080630864e-07,2.214542933272875e-07,0.13562005495907467,2.2144660588470437e-07,0.08263173615636371,2.2145569294525456e-07,2.2144740239492875e-07,2.2144593251804292e-07,2.2144846020945824e-07,2.214454187351785e-07,2.214457296783972e-07,2.214478379052234e-07,2.296919690370654e-07,2.2145012636108548e-07,2.2144752637096373e-07,2.214495086960952e-07,2.2151742396931609e-07,2.214554568488318e-07,2.2144830458599325e-07,2.215002912225321e-07,2.2145465685534027e-07,2.2145227563927332e-07,2.2145726974892368e-07,2.2144661068000922e-07,2.2145070557510843e-07
1373,TCGA-22-4609-11A-01R-2125-07,2.363057069958668e-07,0.05999155413363004,2.3630555847194443e-07,0.19096020044299114,2.363070812720855e-07,2.3630388390124885e-07,2.363194126858437e-07,2.3630143279216985e-07,2.3630269249835455e-07,2.3631049171379203e-07,0.09217523306184479,2.3630071393534027e-07,2.3630209109717472e-07,2.3630593182197743e-07,0.06339559331515054,0.16560145540530746,2.363206741096463e-07,2.3630336803332885e-07,0.038405843142030924,2.3632512304864282e-07,2.363039171415018e-07,2.3630392543637606e-07,2.3637986756129014e-07,2.363031835448302e-07,2.3632606989513056e-07,2.363046215584671e-07,2.3630241007021837e-07,2.3630175089337374e-07,2.3631154478499172e-07,2.3630478139552905e-07,2.363058349201355e-07,2.363050741041277e-07,2.3630449935839013e-07,2.363051626966409e-07,0.010548718447830466,2.3630508445087107e-07,0.24173922129937325,2.3631396837771436e-07,2.3630545326102755e-07,2.3630476853023498e-07,2.363038967980078e-07,2.3630919750153628e-07,0.0721506293653448,2.3630110429223886e-07,0.06501853450733115,2.3631075250667312e-07,2.363020124795352e-07,2.363004607890319e-07,2.3630309003981301e-07,2.3630004647081903e-07,2.3630023129406955e-07,2.3630259410658168e-07,2.561565813293234e-07,2.3630475997810317e-07,2.3630221642976753e-07,2.3630429202673622e-07,2.3638106707667854e-07,2.3631046209016815e-07,2.3630325253178114e-07,2.3634082345527902e-07,2.3630987919625837e-07,2.3630685439684325e-07,2.3631262799698033e-07,2.3630117237770778e-07,2.3630570984063475e-07
1374,TCGA-22-5482-11A-01R-1635-07,2.8798618524082677e-07,0.03459955897990897,2.8798617455898713e-07,0.22692239695070815,2.8798801098656554e-07,2.879842247253547e-07,2.880068673971746e-07,2.879810295813915e-07,2.879824239023976e-07,2.8799207319955093e-07,0.08018342249566435,2.8798010398840673e-07,2.879820385665147e-07,2.8798665201303034e-07,0.03613331779573348,0.10035534936799784,2.8800409432057557e-07,2.8798360603544665e-07,0.0255032809149503,2.8800945251379454e-07,2.879839328298367e-07,2.879841300611317e-07,2.880150387417614e-07,2.8798359972731807e-07,2.880102721643344e-07,2.879851185405992e-07,2.8798214583921506e-07,2.8798141791557323e-07,2.8799311542521186e-07,2.879851963052156e-07,2.879867077619211e-07,2.879855718015511e-07,2.879849935665378e-07,2.8798565386331984e-07,0.014300154418546535,2.879854002339988e-07,0.246965187579042,2.8799563219207004e-07,2.8798585243619504e-07,2.8798497618508825e-07,2.87984198807115e-07,2.8798972679847095e-07,0.19729671306994576,2.879808336181442e-07,0.03772477007039442,2.8799251576697117e-07,2.8798179381182804e-07,2.879799949885714e-07,2.8798320111027345e-07,2.8797924970943635e-07,2.879795656964755e-07,2.87982366632753e-07,2.969030017793441e-07,2.879854328269327e-07,2.8798202409326966e-07,2.879845112548361e-07,2.880723197696356e-07,2.8799210068683506e-07,2.87982977136141e-07,2.880285295064726e-07,2.8799115443586264e-07,2.879880407507113e-07,2.879949321768188e-07,2.8798072176026404e-07,2.8798622245894064e-07
1375,TCGA-56-8082-11A-01R-2247-07,2.3982903365271685e-07,0.017150899511287208,2.398289613725085e-07,0.24655006214491973,2.398302828272798e-07,2.39827475744985e-07,2.3984764790840875e-07,2.3982469682749976e-07,2.3982568985647263e-07,2.39833473044799e-07,0.1876689613351319,2.3982398658224705e-07,2.3982552064952493e-07,2.398295538670094e-07,0.017855891569138672,0.05586737785876317,2.398437342681815e-07,2.3982662574611557e-07,0.014577115460896567,2.3984843060653905e-07,2.398273207537041e-07,2.398271409820156e-07,2.3985130268753133e-07,2.398266932206939e-07,2.3985091571326093e-07,2.398276917339451e-07,2.398255062065774e-07,2.39824862885241e-07,2.398345171034189e-07,2.3982798324369624e-07,2.398301474563238e-07,2.398279710125483e-07,2.398278017726454e-07,2.3982848079847344e-07,0.021446694644474847,2.398283784655308e-07,0.22531876584217467,2.3983714997430975e-07,2.398287354061937e-07,2.3982807497508585e-07,2.3982710299103836e-07,2.398313595920442e-07,0.19425347831484524,2.39824289488164e-07,0.0192975314791826,2.398337701175578e-07,2.3982543793288637e-07,2.398238247599437e-07,2.3982624871186824e-07,2.3982338612475296e-07,2.3982341499346645e-07,2.398259176493202e-07,2.7090621570219224e-07,2.398279670541149e-07,2.398253136651961e-07,2.3982756401116607e-07,2.399034859005433e-07,2.39833389392482e-07,2.398267772138112e-07,2.398648993582474e-07,2.39832971403304e-07,2.3982990186026525e-07,2.398365981120942e-07,2.3982424108813824e-07,2.398293210849568e-07
1376,TCGA-22-5483-11A-11R-1820-07,2.384697190491692e-07,0.07571894946063351,2.384698515208797e-07,0.19329452949242287,2.38471354624175e-07,2.3846817139481013e-07,2.384812859122202e-07,2.384658018200409e-07,2.384669202840629e-07,2.3847481979733287e-07,0.04624080500050107,2.384649043936652e-07,2.3846638431698265e-07,2.3847010005042237e-07,0.07853549640845575,0.17272344314277605,2.3848487372935217e-07,2.384676187239117e-07,0.045825517479525534,2.384891934041289e-07,2.3846812396729507e-07,2.384679237688488e-07,2.3849016746660026e-07,2.384673297520023e-07,2.3849032532676353e-07,2.3846888707635804e-07,2.384668071552444e-07,2.384661407559447e-07,2.384758256374918e-07,2.384690353938352e-07,2.3846990944457724e-07,2.384694270039092e-07,2.384686834164815e-07,2.384693446838693e-07,0.017919039504371535,2.384691342544036e-07,0.2560563329806434,2.384776711624984e-07,2.3846964946680387e-07,2.384692285323369e-07,2.3846803348944666e-07,2.384729459048778e-07,0.03355467697453405,2.384655061614494e-07,0.08011806914258457,2.3847500236774134e-07,2.384664610361234e-07,2.384646377967454e-07,2.3846752695340087e-07,2.3846443904971865e-07,2.3846467493852033e-07,2.3846692966312004e-07,2.628840610390327e-07,2.3846927986908886e-07,2.3846638908698363e-07,2.384685624505418e-07,2.3854544767501726e-07,2.384749044940139e-07,2.3846755910761514e-07,2.384987629495811e-07,2.384742867530796e-07,2.3847146802401547e-07,2.384766172493882e-07,2.384655112129101e-07,2.3846993093723264e-07
1377,TCGA-56-8623-11A-01R-A28V-07,2.0964656076607776e-07,0.043006735823753355,2.0964687034844784e-07,0.1315913179031446,2.096481127109466e-07,2.0964584393313343e-07,2.0966615205922263e-07,2.096435473434492e-07,2.096443130731522e-07,2.0965132629070625e-07,0.04373036959393685,2.09642788138605e-07,2.0964392362487405e-07,2.096471503224018e-07,0.04137359250831485,0.07583175590593282,2.0965935862594622e-07,2.0964523415192338e-07,0.026952077809918786,2.096626516324405e-07,2.0964537317931394e-07,2.0964529494360773e-07,2.096645205899862e-07,2.096457155634253e-07,2.0966340897021948e-07,2.0964613975497733e-07,2.096443203542528e-07,2.0964377308064343e-07,2.0965235579231745e-07,2.096463111744554e-07,2.0964664362612985e-07,2.0964650035490433e-07,2.0964614148676191e-07,2.0964646041107202e-07,0.011295872534811192,2.0964631870260362e-07,0.23283403912590764,2.0965351464637268e-07,2.096466716828317e-07,2.0964639223170956e-07,2.0964559675452082e-07,2.0964972199329542e-07,0.34950010125863784,2.0964319719471945e-07,0.04387259797141379,2.0965099839576672e-07,2.096440327440913e-07,2.0964249063327187e-07,2.0964503916522003e-07,2.096422211394865e-07,2.0964265011500515e-07,2.096443222592936e-07,2.1848235940573512e-07,2.0964634148046696e-07,2.0964383059665685e-07,2.0964601826583571e-07,2.0970775991592932e-07,2.0965133672394998e-07,2.096446393134673e-07,2.0967990587437298e-07,2.0965044997540155e-07,2.0964850874213452e-07,2.096530665201736e-07,2.0964315778154407e-07,2.0964689363657483e-07
1378,TCGA-33-4587-11A-01R-2125-07,2.2143590910869282e-07,0.09667674073640765,2.2143557940392628e-07,0.18601106988414717,2.2143893998777241e-07,2.214337857797712e-07,2.2145076439616227e-07,2.214322869864499e-07,2.214330505799694e-07,2.2143996112917914e-07,0.11588181740074861,2.2143043267012855e-07,2.2143256188324958e-07,2.2143706154500695e-07,0.09543026537250435,0.15027595103624347,2.2144953516526502e-07,2.214347264800279e-07,0.020087358895968962,2.2145393484509074e-07,2.2143387995984514e-07,2.2143381938227116e-07,2.214506430770257e-07,2.2143334643531554e-07,2.2145615046011204e-07,2.2143452375973468e-07,2.21433001575862e-07,2.214318223673663e-07,2.214407838415334e-07,2.2143947745700812e-07,2.2143757716444637e-07,2.2143500344812152e-07,2.2143502391227685e-07,2.2143618092179474e-07,0.012578292630386682,2.2143481115357666e-07,0.10439521838902127,2.2144333864539272e-07,2.214356685860344e-07,2.2143755919185462e-07,2.214351297311707e-07,2.214389074560375e-07,0.12170927011224635,2.2143184347086602e-07,0.09694181736495738,2.214407400597515e-07,2.21432266884285e-07,2.2143062211666598e-07,2.2144288358189563e-07,2.214299190486428e-07,2.2143712050281746e-07,2.2143346349472212e-07,2.3603659116057083e-07,2.214353451362122e-07,2.2143241050028982e-07,2.2148256761097452e-07,2.2150267761263928e-07,2.2145214383862933e-07,2.2145606526253169e-07,2.2581009303510756e-07,2.2143935765839657e-07,2.2143800001903932e-07,2.2144364659050952e-07,2.2143842494045338e-07,2.2143600723033584e-07
