,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
ENSG00000141574,0.0020606974673090116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000141736,0.004719165087142597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000141741,0.0,0.0,0.0,0.0,0.0,0.0,0.009040374141036247,0.0,0.0,0.0
ENSG00000142494,0.0003631904199054226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142583,0.00018251935860387014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142615,6.160991007725575e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142627,0.0,0.0,0.0,0.0,0.0,0.0,0.007636159317002218,0.0,0.0,0.0
ENSG00000142748,0.0,0.0,0.006007501430357483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142789,0.0,0.0,0.0,0.0001095460230229225,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142959,3.681192127116031e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143110,0.0012925759134208255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143119,0.006086134966981709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143196,0.0025269304618186442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143226,0.0020540744019757065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143248,0.002205018681664983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143318,2.46439640309023e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143320,0.0,0.0,0.0,0.0,0.0,0.0,0.04741957496619275,0.0,0.0,0.0
ENSG00000143333,0.002549880153322422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143369,0.0,0.0,0.0,0.0,0.0,0.0,0.007032933501245075,0.0,0.0,0.0
ENSG00000143387,0.007911328553020411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143412,0.0006108622584159907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004523565345342667,0.0
ENSG00000143546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12709975588880784,0.0,0.0
ENSG00000143556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043011276405137994,0.0,0.0
ENSG00000143578,0.0012845666251107824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143632,0.0,8.022993618201217e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143882,0.00040431503488199083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144218,0.0,0.0,0.0,0.0,0.0006844154574368353,0.0,0.0,0.0,0.0,0.0
ENSG00000144354,0.001281794179157306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144476,0.0,0.0,0.0,0.0,0.0,0.0,0.01621786388187031,0.0,0.0,0.0
ENSG00000144485,0.0,0.0,0.0,0.049108569237650966,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144810,0.002263394071463183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145012,0.0010669296177628763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145248,0.0,0.0,0.0,0.0,0.0,0.0,0.00015160776347137545,0.0,0.0,0.0
ENSG00000145287,0.0,0.004704711608567994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145358,0.0,0.0,0.0,0.0,0.0033214279552081717,0.0,0.0,0.0,0.0,0.0
ENSG00000145423,0.014745561853115197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145506,0.0008911873492675043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145824,0.0,0.0,0.0,0.0,0.0,0.0,0.02981191983186603,0.0,0.0,0.0
ENSG00000146122,0.0004639226228817358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000146205,2.3257741054164045e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000146453,0.0,0.0008839368407421691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147408,0.0004545271115949543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147872,0.0,0.0,0.0,0.0,0.0,0.0,0.005653399010799409,0.0,0.0,0.0
ENSG00000147883,0.0015075944995904481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147889,0.0,0.006153776859434337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000148344,0.0,0.0,0.0,0.0,0.0,0.0,0.008001876987447967,0.0,0.0,0.0
ENSG00000148600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003871476955970067,0.0,0.0
ENSG00000148677,0.0,0.0,0.002423050027466124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000148795,0.0,0.0,0.0,0.0,0.0003939702423060775,0.0,0.0,0.0,0.0,0.0
ENSG00000148803,0.0012405155394055445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000148926,0.0,0.01749294117315872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149150,0.0005062794360598491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149260,0.0009628088697323142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149596,3.095897981382101e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000150667,0.0,0.0,0.0,0.0,0.0,0.0,5.769428631046e-06,0.0,0.0,0.0
ENSG00000150782,0.0014894195761176578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151503,0.0007293073105395149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151726,0.0035944761786822934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152137,0.0021691309090449817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152154,0.0,0.0,0.0,0.0,0.0,0.0,0.0003625124323173904,0.0,0.0,0.0
ENSG00000152377,0.0005067415103854285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152463,0.0,0.0,0.0,0.0,6.182744678526033e-05,0.0,0.0,0.0,0.0,0.0
ENSG00000152620,0.0011180658431269987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152766,0.0016894977590935457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152804,0.0006202577697027723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000153002,0.0,0.0,0.0,0.0,0.000350834814316361,0.0,0.0,0.0,0.0,0.0
ENSG00000153234,0.0,0.0,0.0,0.0,0.0,0.0,0.002719324028099682,0.0,0.0,0.0
ENSG00000153395,0.014654841260526439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154040,0.0,0.0033851402897848992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154065,0.0,0.0,0.0,0.0,0.0,0.0,0.0010497154870375363,0.0,0.0,0.0
ENSG00000154146,0.0,0.0,0.0,0.0,0.031999298330371365,0.0,0.0,0.0,0.0,0.0
ENSG00000154175,0.0,0.0,0.0,0.0,0.0,0.0,0.0011013198209041143,0.0,0.0,0.0
ENSG00000154262,0.0,0.0,0.0,0.0,0.0,0.0,6.538685781852134e-05,0.0,0.0,0.0
ENSG00000154277,0.0,0.03662074323886845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154330,0.0,0.0,0.0,0.0,0.0,0.0,0.0003413578606702217,0.0,0.0,0.0
ENSG00000154553,0.0006333498755941891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154556,0.0,0.0,0.0,0.0,0.0,0.0,0.0005083507671577198,0.0,0.0,0.0
ENSG00000154856,0.0,0.0,0.0,0.0,0.0,0.0,0.0016064653499334753,0.0,0.0,0.0
ENSG00000155657,0.0,0.0,0.0,0.0,0.0,0.0,2.3077714524184e-05,0.0,0.0,0.0
ENSG00000155666,9.27229146662699e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000155850,0.0007622686124308467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000156113,8.194118040275015e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000156427,0.0,0.0,0.0,0.0,0.0010855749377411989,0.0,0.0,0.0,0.0,0.0
ENSG00000156885,6.006966232532435e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000156968,0.00013923839677459798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157017,0.0,0.0,3.993590694444671e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157150,0.0,0.00029558397540741324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157303,0.0006162531255477506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157315,0.0,0.0,0.0,0.0,0.0016865952343979157,0.0,0.0,0.0,0.0,0.0
ENSG00000157404,0.0,0.0,0.0,0.0,0.016234737247729638,0.0,0.0,0.0,0.0,0.0
ENSG00000157601,0.0025577354168572724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157613,0.0,0.0,0.0,0.0,0.0,0.0,0.00640566839952524,0.0,0.0,0.0
ENSG00000157911,0.000795691988647758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158022,0.0,0.0,8.96520359977375e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158104,0.0,0.0,0.0,0.0029029696101074464,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158186,0.0005449396546333271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158270,0.0009956161468484528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158467,0.0,0.0,0.0,0.0,0.0,0.0,0.006300857112727904,0.0,0.0,0.0
ENSG00000158516,0.0,0.0,0.0,0.0,0.0,0.0,3.077028603224534e-05,0.0,0.0,0.0
ENSG00000158715,0.0005258405825093778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158825,0.0,0.0,0.0,0.0,0.01936636931978306,0.0,0.0,0.0,0.0,0.0
ENSG00000158869,0.010163478815894494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158874,0.0,0.0,0.0,0.01623106907789635,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159173,2.710836043399253e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159197,0.0,0.0,0.0,0.000570552203244388,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159200,0.0,0.0,0.0,0.0,0.0,0.0,0.002651372979778473,0.0,0.0,0.0
ENSG00000159212,0.0,0.0,0.0,0.0,0.0,0.0,0.008836520996072622,0.0,0.0,0.0
ENSG00000159231,0.0,0.010505899011623488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159251,3.2345202790559267e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159423,0.0008121726395934239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159640,0.0008264969436863859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159674,0.0012303499042427973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159763,0.0,0.0,0.0,0.01591612426170545,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160097,0.0,0.0,0.0,0.0,0.0,0.0,0.00020962257359467135,0.0,0.0,0.0
ENSG00000160111,0.0,0.0,0.0,0.0,0.003643505817531388,0.0,0.0,0.0,0.0,0.0
ENSG00000160188,0.0,0.0,0.0011365433108985906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160191,0.0004224899583547813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160200,3.5425698294422053e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160213,0.02784429080986535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160255,0.004675114001437359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160282,0.0,0.0,0.0,0.0008033375021680983,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160307,0.0008847183087093925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160801,0.0,0.0,0.0,0.0,0.0,0.0,0.00021603304985138913,0.0,0.0,0.0
ENSG00000160808,0.0,0.0,0.0,0.0,9.489794157737633e-05,0.0,0.0,0.0,0.0,0.0
ENSG00000160867,0.0,0.0,0.0016186267590136971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160882,0.0,0.0,0.0,0.0,0.00014666045516503615,0.0,0.0,0.0,0.0,0.0
ENSG00000160883,0.0008500627342909362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160886,0.0,0.0,0.0,0.016477547629697928,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000161055,0.0,0.0,0.14126512063088953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000161249,0.0,0.0,0.0,0.0,0.0,0.0,0.0029215745539991275,0.0,0.0,0.0
ENSG00000161267,0.0005966919790982219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000161281,0.0,0.0,0.0,0.0,0.0,0.0,0.001953272115421907,0.0,0.0,0.0
ENSG00000161634,1.5402477519313938e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000161653,0.00033115326666524966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162078,0.0,0.0,0.0,0.010644221903727304,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162174,0.0,0.0,0.0,0.0,0.00548682644029194,0.0,0.0,0.0,0.0,0.0
ENSG00000162267,0.0,0.0,0.0,0.0,5.607605638663147e-05,0.0,0.0,0.0,0.0,0.0
ENSG00000162444,0.0,0.0037032449490328775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162482,0.0,0.0,0.0,0.0,0.005066974941192033,0.0,0.0,0.0,0.0,0.0
ENSG00000162493,0.0,0.013240754555512078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162511,0.01703498611158602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162551,0.0,0.0,0.016545690752636993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162614,0.0004214117849284293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162654,0.0018994335276817946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162706,0.0,0.0,0.0,0.0,0.0,0.0,0.00022661033567497347,0.0,0.0,0.0
ENSG00000162746,3.4963623968842636e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162772,0.0,0.0,0.0,0.0,0.0,0.0,0.006629394020884691,0.0,0.0,0.0
ENSG00000162878,0.0,0.0,0.0,0.0,0.0,0.0,0.0014747300628579249,0.0,0.0,0.0
ENSG00000162882,0.0002647685885570066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162896,0.0,0.0,0.06422305100548834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023524426105577256,0.0,0.0
ENSG00000163040,0.00020562307488284105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163072,0.0,0.0,0.0,0.0,0.0,0.0,0.000623098292152968,0.0,0.0,0.0
ENSG00000163126,0.0,0.0,0.0,7.303068201528168e-05,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163132,0.0,0.0005904641794448088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163141,0.0,0.0,0.0,0.0,0.0,0.0,0.0017071098271639444,0.0,0.0,0.0
ENSG00000163157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002807028937000663,0.0,0.0
ENSG00000163347,0.0,0.0,0.0,0.0,0.0,0.0,0.03618777951679753,0.0,0.0,0.0
ENSG00000163431,0.0007779791395005469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163472,0.0,0.005103046203997984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163536,0.0,0.0,0.0,0.0,0.0,0.0,0.001642043493158259,0.0,0.0,0.0
ENSG00000163545,0.0012348166227233984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163631,0.0,0.0,0.0,0.0,0.0,0.021511769067727098,0.0,0.0,0.0,0.0
ENSG00000163661,0.0003175990864482534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163710,0.0,0.0,0.0,0.01526341254119387,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163734,0.0,0.0,0.0,0.0,0.0,0.0,0.0011243975354282983,0.0,0.0,0.0
ENSG00000163739,0.0,0.031742903873276114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163884,0.0003853699875332347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163959,0.0,0.0005447190403936615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163993,0.0,0.0,0.0,0.0,0.17558994887013935,0.0,0.0,0.0,0.0,0.0
ENSG00000164237,0.0,0.0,0.0,0.0,0.0,0.0,0.005315246388257546,0.0,0.0,0.0
ENSG00000164266,0.0,0.0,0.0,0.0,0.0,0.10542879828861285,0.0,0.0,0.0,0.0
ENSG00000164284,0.0007765929165238087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164309,1.2784056341030567e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164406,0.0,0.0,3.504579589002466e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164530,0.0,0.0,0.0,0.0,0.0010826992425418845,0.0,0.0,0.0,0.0,0.0
ENSG00000164647,0.0026572354216320405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164761,0.0,0.0,0.0,0.0,0.0,0.0,0.000707075531115971,0.0,0.0,0.0
ENSG00000164776,1.3092105891416847e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164816,0.0,0.0,0.0,0.15723049396127547,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164879,0.0,0.0,0.0,0.0,0.0017239792719890034,0.0,0.0,0.0,0.0,0.0
ENSG00000164932,0.006988566124838312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164949,0.0,0.0,0.0,0.0,0.0,0.0,0.005659168439430455,0.0,0.0,0.0
ENSG00000165272,0.0,0.0,0.0,0.0,0.0,0.0,0.0525053263044598,0.0,0.0,0.0
ENSG00000165474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026995017867074297,0.0,0.0
ENSG00000165887,0.0,0.00015482970140388313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166123,0.0,0.0,0.0,0.0,0.01440004371056703,0.0,0.0,0.0,0.0,0.0
ENSG00000166250,0.000649830526539855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166278,0.0,0.0,0.005819232154762235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166292,0.0,0.0,0.002974002539597674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166592,0.0,0.0,0.006959850558206177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166741,0.008311484918972186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166816,0.000660920310353761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166819,0.0,0.0,0.0,0.0001141104406488776,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166823,0.00016018576620086493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166825,0.0,0.0,0.0,0.0,0.016473419949272736,0.0,0.0,0.0,0.0,0.0
ENSG00000166831,0.0,0.0,0.0,0.0,0.0,0.0,0.0005490572913878777,0.0,0.0,0.0
ENSG00000166920,0.0,0.0,0.0,0.0,0.0,0.0,0.012268048936293649,0.0,0.0,0.0
ENSG00000166922,0.0,0.0,0.0,0.0,0.0,0.0,0.0013955606810874604,0.0,0.0,0.0
ENSG00000166923,0.0007151370312217461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167034,0.0,0.0,0.0,0.0,0.0,0.0,0.0004602721952323365,0.0,0.0,0.0
ENSG00000167315,0.001482026386908387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167394,0.00014000852065056368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167549,0.0,0.00035681208459894886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167588,0.0,0.0,0.000953571655612299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167600,0.0,0.022117422845544705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167617,0.0,0.0,0.0,0.0,0.0,0.0,0.0028074680766295513,0.0,0.0,0.0
ENSG00000167641,0.0,0.0,0.0,0.0,0.0,0.0,0.0018821158289723397,0.0,0.0,0.0
ENSG00000167653,0.0,0.0,0.0,0.09190454889860603,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021144508497267487,0.0,0.0
ENSG00000167676,2.988080638746904e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167701,0.00010935759038712895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167711,0.0,0.0,0.0,0.0,0.011671008966417632,0.0,0.0,0.0,0.0,0.0
ENSG00000167768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067552503678601685,0.0
ENSG00000167772,0.0,0.0,0.0,0.0,0.0,0.0,0.006485799352734212,0.0,0.0,0.0
ENSG00000167799,0.0011827562487081171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167964,0.0,0.0,0.0,0.0,0.0,0.0,0.00031892119377170946,0.0,0.0,0.0
ENSG00000167972,0.0,0.0,0.0,0.0,0.0,0.0,0.011987270076249409,0.0,0.0,0.0
ENSG00000168234,0.0006618444590049199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168237,0.00018744815141005062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168309,0.0,0.0,0.002755577579166823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168350,0.00029803793999872466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168386,0.0014022415533583407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168389,0.0,0.0,0.0,0.0,0.0,0.0,0.0041366803284599825,0.0,0.0,0.0
ENSG00000168477,0.0,0.0,0.0,0.0,0.0027980514289329445,0.0,0.0,0.0,0.0,0.0
ENSG00000168484,0.0,0.0,0.41791948595152595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168530,1.6942725271245331e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168743,0.0,0.0,0.0,0.0,0.0,0.0,0.005558523962199986,0.0,0.0,0.0
ENSG00000168878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3541744760363331
ENSG00000168925,0.0,0.0,0.0,0.0,0.0,0.0,5.128381005374223e-06,0.0,0.0,0.0
ENSG00000168928,0.0,0.0,0.0,1.825767050382042e-05,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168994,0.002661548115337448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169031,0.0003294589941381251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169129,0.0,0.0,0.0,0.0,0.0,0.0,0.001541078492114954,0.0,0.0,0.0
ENSG00000169136,0.0,0.0,0.0,0.0,0.0,0.0,0.008748697471355588,0.0,0.0,0.0
ENSG00000169245,0.006891068442141055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169252,0.0003866021857347798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169282,0.0,0.0,6.805404550737347e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169347,0.0,0.0,0.0,0.0060295956838866925,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169418,0.0,0.0,0.0,0.0,0.0,0.0,0.001082408915946797,0.0,0.0,0.0
ENSG00000169442,0.009256888989107676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0633744126178511,0.0,0.0
ENSG00000169474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058150000166515135,0.0,0.0
ENSG00000169509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005698488429125607,0.0
ENSG00000169583,0.0,0.0,0.0070299421499862265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169605,0.0,0.0,0.0,0.000524908026984837,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169715,0.006140351687849694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78912855967736e-05,0.0,0.0
ENSG00000169991,0.0010331981919955789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170290,2.710836043399253e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170323,0.0,0.012268846293517703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170458,0.00915400043927866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
